Mouse,Mch,Rrs,Crs,Ers,Rn,G,H
1,0,0.683301881434516,0.037825826586847,26.4369635837048,0.350264949469718,5.09157026674855,21.5502079564557
1,0,0.691291661822411,0.036972860006169,27.0468662644206,0.372149775980277,5.04183221046071,22.0607830928928
1,0,0.690198273366359,0.037120961059371,26.9389577064186,0.354077903359032,5.15965989937349,22.1050524192822
1,0,0.702805004362517,0.036538297564824,27.3685438744341,0.363191954731778,5.07798885860878,22.4014974268788
1,0,0.699348088163796,0.03627183669852,27.5695991992818,0.369301688719023,5.02724492921182,22.733030798065
1,0,0.712661424415048,0.035896382412025,27.8579604073146,0.335857897397492,5.21219843457773,22.6402623785777
1,0,0.701435987690058,0.035923156684049,27.837197292966,0.361391129776356,5.11250438823473,23.0987334852349
1,0,0.703372981166978,0.035644642666626,28.0547068279713,0.329643162192768,5.31468491642192,22.910815842485
1,0,0.708425902632125,0.035077037774875,28.5086787093604,0.331346497231221,5.33298927252809,23.2190978235459
1,0,0.724671923015997,0.034839992051496,28.7026471912489,0.351697092969068,5.27755566211647,23.516284830913
1,0,0.711974928171893,0.035007040610478,28.5656822902273,0.357349148446456,5.20827488104558,23.6226845215015
1,0,0.713971890429738,0.03485862102597,28.6873080623299,0.359706511432912,5.23408618333889,23.8506470200729
1,3,0.816173860218252,0.033952204724171,29.4531683030315,0.465334509361839,5.74417897017906,24.417072455057
1,3,0.90690526777509,0.03188298676814,31.3646901174038,0.443776282875225,6.51625810274796,24.445715751494
1,3,0.972503013140464,0.030342187699001,32.9574126269387,0.459522236388656,6.85444067965664,25.078515482618
1,3,0.964755409227724,0.030242781532971,33.0657416186995,0.447951019202813,6.89405611481171,24.7869915959348
1,3,0.94431195076737,0.029873476570227,33.4745103285576,0.450875509150589,6.76680536877852,25.5462051749333
1,3,0.931300464625487,0.029792417787732,33.5655872955633,0.436331332086333,6.45656906184213,26.2376216943781
1,3,0.911290539482264,0.029841273996893,33.5106336312622,0.412761861194445,6.70378336092084,25.717418013785
1,3,0.895853195346827,0.030008085994472,33.3243513159831,0.424890081915912,7.31478931274874,26.4072443734188
1,3,0.853028733459199,0.029493293490513,33.9060132542226,0.39234792400005,6.42466472861034,27.162782795284
1,3,0.84609799063228,0.029290893563011,34.1403036356256,0.404974186114908,6.32250284394698,27.8426834932899
1,3,0.856682456850241,0.029132976408947,34.3253633258327,0.381584947654125,6.56331600445775,27.3919369487161
1,3,0.858866772184386,0.02915599871373,34.2982591616422,0.407281126827553,6.21030877434767,28.0320758463163
1,6,1.132900352878,0.029787905333312,33.5706720163935,0.665059682848364,7.47221379834416,25.7748578100414
1,6,1.29832867456637,0.024275074095647,41.1945189563536,0.657372721210901,8.88786660040552,30.4957945928905
1,6,1.34470173031512,0.022770050760685,43.9173373177811,0.641137452277531,9.35799139087522,32.4036353460723
1,6,1.3752969157361,0.021949034202226,45.5600911997578,0.637582327161867,9.7158263982055,33.3276168851042
1,6,1.37070100546808,0.021264913128828,47.025821076331,0.624128606323898,9.62723592281148,34.6239677436604
1,6,1.32277747361686,0.020993265161657,47.6343242606412,0.561679319925163,9.72762315121936,35.3915877127037
1,6,1.28739331819796,0.020891814679187,47.8656361525272,0.550003465762378,9.36886788947517,35.9874199275479
1,6,1.22526310739138,0.020800487580103,48.0757961153062,0.53874431325761,9.10451362048121,36.7491479398754
1,6,1.23330548687958,0.020704889060822,48.2977714617277,0.498490247816468,9.27193479240591,36.2993000455964
1,6,1.23469704784792,0.020249088504521,49.3849389703021,0.496664005290516,9.41566735243563,36.7928541682192
1,6,1.23441409097388,0.020323725882392,49.203576440005,0.47380391540406,11.4606640116478,41.2329565271537
1,6,1.21345927051241,0.020197679981142,49.5106369114509,0.482210657680744,9.28543940538815,36.7186094811746
1,12,1.3655227076818,0.02567563906825,38.9474239508451,0.904837940220077,9.45067413816317,30.9988735874612
1,12,1.94988055461812,0.020631197622837,48.4702836103471,1.02588454579879,12.185151909915,33.0894114036622
1,12,2.33974298591044,0.017288809263909,57.8408833561239,0.991408257566178,14.8256447172973,36.9742058199248
1,12,2.50461083115309,0.015578453577099,64.1912237983668,0.887252864183826,16.4419786412899,40.1337250095762
1,12,2.34958812983911,0.013923242248886,71.8223515848106,0.740066574216361,16.4635746475535,43.9809309528448
1,12,2.09907525812288,0.01466774835563,68.1767900399087,0.802008875809496,14.6410495568284,43.5029040767796
1,12,2.2336094479229,0.013230812270941,75.5811494806183,0.781488333974741,15.8197351811993,49.1200378220755
1,12,2.19484501641216,0.013406403662779,74.5912196256175,0.692530394116819,15.7157509832733,50.9204961427295
1,12,2.04380500653645,0.013287299396045,75.2598379997106,0.6877497887413,15.1404230515618,50.5024598368172
1,12,2.12360769828576,0.012918622112534,77.4076361464097,0.69539162174057,15.3804085901066,51.680658648954
1,12,2.23225201666978,0.011615351673614,86.0929593954247,0.650672715964529,16.2864294724899,55.4343653112786
1,12,2.24083637142815,0.011621360889995,86.0484421287475,0.67464805192933,16.1641934824439,56.0549876848052
1,25,4.82784679601063,0.008268519246075,120.940638854369,1.70678960997839,37.0210714875057,77.8636350599398
1,25,6.06914863005697,0.005901818524818,169.439300072487,1.3689791333004,40.0647136193264,95.2438996711074
1,25,6.43952687515477,0.004537088159681,220.405679767618,1.7167037608603,33.1019632368858,113.103498293575
1,25,3.91918297161581,0.00649211690963,154.032962425047,1.54432304408904,20.5163821065762,77.6033921819115
1,25,3.39614732658023,0.00711234745769,140.600555013494,1.2180727977383,20.4283625440439,79.7700053489077
1,25,3.32351169573619,0.007120474679482,140.440075277774,1.11703330827751,19.9558130201218,80.3772745458985
1,25,3.47877365363802,0.006968611086663,143.500618353334,1.03913806950544,20.6566720198774,80.0226056338503
1,25,3.37244498998518,0.00709001642014,141.043396903754,0.990470534120285,20.995689197621,79.3255978850989
1,25,3.47548284066936,0.007409977938684,134.953168319088,0.973812651176118,21.1902123564734,75.0754753056694
1,25,3.52754003790858,0.007324267114148,136.532431766224,1.18573804382568,27.3015271529275,89.3670735241198
1,25,3.598801403005,0.007191998991476,139.0434010329,0.976049689394009,22.4686070314814,76.3944514492569
1,25,3.80869379356039,0.007162779320429,139.61061136532,1.07969605887093,25.4789847572743,83.0706458168415
1,50,5.97543683085877,0.005209112033664,191.971298282221,1.89146683902748,45.1978579252363,120.730865813733
1,50,8.89414161132209,0.00376022961641,265.941206259299,1.35135884695139,53.0859067707035,147.189633273511
1,50,8.06026317729314,0.004077689232893,245.23693270529,1.1781269530234,45.9659769517,124.638306997683
1,50,8.38011482784071,0.005424624889213,184.344543710023,1.24724557877288,47.9305861183656,134.850396507234
1,50,5.53159904982338,0.006537902429534,152.954255707873,1.59360566537777,30.6578203644659,99.219363519823
1,50,5.5779525294561,0.00513858081067,194.606261309266,1.46697289471209,32.4040529476808,99.3580953218577
1,50,5.83808470737435,0.006156510407025,162.429677509993,1.4113250861384,33.453669824759,108.240849752521
1,50,5.21170974021741,0.005344711627966,187.100833423375,1.41606517712332,29.3752945012008,100.274690950758
1,50,5.34609630231076,0.005174240981212,193.265061219809,1.41492528843498,29.183973093848,101.555011813902
1,50,5.29496530790749,0.005129033317222,194.968513197659,1.28707237982169,30.2550664423545,100.645456371934
1,50,4.57025743202289,0.005300739687176,188.652916199476,1.34775705453071,25.3813156990285,101.844386178049
1,50,4.71249466169175,0.005312334951706,188.241142377287,1.35000496736822,27.0178484309898,100.327162620562
2,0,0.706833758858625,0.03714939765701,26.9183368525305,0.32828623990228,5.17121128581963,22.059452302425
2,0,0.707385299299147,0.036760876268582,27.2028335966152,0.368192121174197,5.06307071821947,22.9824808258407
2,0,0.709688691116018,0.036795829560896,27.1769929346211,0.350959346086643,5.23970438465474,22.7220929031641
2,0,0.705021764790793,0.03629445526338,27.5524179311483,0.328411997773162,5.25818729518661,22.764665876935
2,0,0.716478475081056,0.03623022617846,27.6012629640867,0.354113239990497,5.1510157879866,23.2934643624461
2,0,0.712286909905755,0.036062375099885,27.7297320886438,0.290873916360571,5.48249994939684,22.8109875626857
